Reference_id,Reference,Issue_year,Location,Country,Latitude,Longitude,Experiment_year,Growth_day,Growth_condition,Temp/MAT,MAP,PAR,Experiment_environment,Species/accessions,Crop_name,Family,Dome_status,Yield,PDM,ADM,LDM,SDM,RDM,LLDM,LMF,SMF,RMF,PH,PLN,PLA,PSN,PRL,PRA,PSF,SW,LA,RAD,SRL,RGR,AMF,NI,LTS,Aarea,gs,gm,E,Ci,ETR,Vcmax,Jmax,Chl,Car,SPAD,LMA,LDMC,LT,LD,SDad,SDab,SD,Tcw,RTD,‐δ13C,LCC,LNC,LPC,LPheC,LSilC,LLCC,LLNC,LLPC,LLCaC,LLLigC
15,"Berger, J. D., Shrestha, D., & Ludwig, C. (2017). Reproductive Strategies in Mediterranean Legumes: Trade-Offs between Phenology, Seed Size and Vigor within and between Wild and Domesticated Lupinus Species Collected along Aridity Gradients. Frontiers in Plant Science, 8, 548. Q1.",2017,CSIRO,Australia,-35.2832,149.13,2007,,,15.6,331,,field,Angus 4,Lupin,Fabaceae,wild,,,58.5,,,,,,,,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Berger, J. D., Shrestha, D., & Ludwig, C. (2017). Reproductive Strategies in Mediterranean Legumes: Trade-Offs between Phenology, Seed Size and Vigor within and between Wild and Domesticated Lupinus Species Collected along Aridity Gradients. Frontiers in Plant Science, 8, 548. Q1.",2017,CSIRO,Australia,-35.2832,149.13,2007,,,15.6,331,,field,Angus 5,Lupin,Fabaceae,wild,,,63.9,,,,,,,,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Berger, J. D., Shrestha, D., & Ludwig, C. (2017). Reproductive Strategies in Mediterranean Legumes: Trade-Offs between Phenology, Seed Size and Vigor within and between Wild and Domesticated Lupinus Species Collected along Aridity Gradients. Frontiers in Plant Science, 8, 548. Q1.",2017,CSIRO,Australia,-35.2832,149.13,2007,,,15.6,331,,field,Luteus 1,Lupin,Fabaceae,cultivated,,,46.5,,,,,,,,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Berger, J. D., Shrestha, D., & Ludwig, C. (2017). Reproductive Strategies in Mediterranean Legumes: Trade-Offs between Phenology, Seed Size and Vigor within and between Wild and Domesticated Lupinus Species Collected along Aridity Gradients. Frontiers in Plant Science, 8, 548. Q1.",2017,CSIRO,Australia,-35.2832,149.13,2007,,,15.6,331,,field,Luteus 2,Lupin,Fabaceae,wild,,,51.2,,,,,,,,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Berger, J. D., Shrestha, D., & Ludwig, C. (2017). Reproductive Strategies in Mediterranean Legumes: Trade-Offs between Phenology, Seed Size and Vigor within and between Wild and Domesticated Lupinus Species Collected along Aridity Gradients. Frontiers in Plant Science, 8, 548. Q1.",2017,CSIRO,Australia,-35.2832,149.13,2007,,,15.6,331,,field,Luteus 3,Lupin,Fabaceae,wild,,,63.3,,,,,,,,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Berger, J. D., Shrestha, D., & Ludwig, C. (2017). Reproductive Strategies in Mediterranean Legumes: Trade-Offs between Phenology, Seed Size and Vigor within and between Wild and Domesticated Lupinus Species Collected along Aridity Gradients. Frontiers in Plant Science, 8, 548. Q1.",2017,CSIRO,Australia,-35.2832,149.13,2007,,,15.6,331,,field,Luteus 3,Lupin,Fabaceae,cultivated,,,39.6,,,,,,,,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Austin, R. B., Morgan, C. L., & Ford, M. A. (1986). Dry Matter Yields and Photosynthetic Rates of Diploid and Hexaploid Triticum Species. Annals of Botany, 57(6), 847–857. https://doi.org/10.1093/oxfordjournals.aob.a087169",1986,Cambridge,England,52.1942,0.13,1980-1983,,,,,,field,T. urartu Turn.,Wheat,Poaceae,wild,,,,,,,,,,,,,,,,,,,,,,,,,,30.11363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Austin, R. B., Morgan, C. L., & Ford, M. A. (1986). Dry Matter Yields and Photosynthetic Rates of Diploid and Hexaploid Triticum Species. Annals of Botany, 57(6), 847–857. https://doi.org/10.1093/oxfordjournals.aob.a087169",1986,Cambridge,England,52.1942,0.13,1980-1983,,,,,,field,T. thaoudar Reut. ex Boiss,Wheat,Poaceae,wild,,,,,,,,,,,,,,,,,,,,,,,,,,27.52525253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Austin, R. B., Morgan, C. L., & Ford, M. A. (1986). Dry Matter Yields and Photosynthetic Rates of Diploid and Hexaploid Triticum Species. Annals of Botany, 57(6), 847–857. https://doi.org/10.1093/oxfordjournals.aob.a087169",1986,Cambridge,England,52.1942,0.13,1980-1983,,,,,,field,T. aegilopoides B,Wheat,Poaceae,wild,,,,,,,,,,,,,,,,,,,,,,,,,,27.33585859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Austin, R. B., Morgan, C. L., & Ford, M. A. (1986). Dry Matter Yields and Photosynthetic Rates of Diploid and Hexaploid Triticum Species. Annals of Botany, 57(6), 847–857. https://doi.org/10.1093/oxfordjournals.aob.a087169",1986,Cambridge,England,52.1942,0.13,1980-1983,,,,,,field,Maris Huntsman,Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,,,,,,,,20.70707071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Austin, R. B., Morgan, C. L., & Ford, M. A. (1986). Dry Matter Yields and Photosynthetic Rates of Diploid and Hexaploid Triticum Species. Annals of Botany, 57(6), 847–857. https://doi.org/10.1093/oxfordjournals.aob.a087169",1986,Cambridge,England,52.1942,0.13,1980-1983,,,,,,field,1714H,Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,,,,,,,,21.21212121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Austin, R. B., Morgan, C. L., & Ford, M. A. (1986). Dry Matter Yields and Photosynthetic Rates of Diploid and Hexaploid Triticum Species. Annals of Botany, 57(6), 847–857. https://doi.org/10.1093/oxfordjournals.aob.a087169",1986,Cambridge,England,52.1942,0.13,1980-1983,,,,,,field,1714L,Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,,,,,,,,22.0959596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,Mans Hunstman,Wheat,Poaceae,cultivated,,,28.50746269,,,,,,,,,,,,,,,0.05,21.5,,,,,,,16.41414141,,,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,Hobbit,Wheat,Poaceae,cultivated,,,25.37313433,,,,,,,,,,,,,,,0.046,21.4,,,,,,,17.04545455,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,Professeur Marchal,Wheat,Poaceae,cultivated,,,27.31343284,,,,,,,,,,,,,,,0.049,18.7,,,,,,,16.41414141,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,1714/H,Wheat,Poaceae,cultivated,,,28.95522388,,,,,,,,,, ,,,,,0.048,11.8,,,,,,,19.57070707,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,1714/L,Wheat,Poaceae,cultivated,,,27.46268657,,,,,,,,,,,,,,,0.052,18.6,,,,,,,18.93939394,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,T. durumx turgidum,Wheat,Poaceae,wild,,,24.02985075,,,,,,,,,,,,,,,0.032,22,,,,,,,17.67676768,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,T. dicoccum,Wheat,Poaceae,cultivated,,,28.65671642,,,,,,,,,,,,,,,0.029,12.1,,,,,,,20.2020202,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,T. dicoccoides,Wheat,Poaceae,wild,,,20.74626866,,,,,,,,,,,,,,,0.028,9.6,,,,,,,22.0959596,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,T. monococcum,Wheat,Poaceae,cultivated,,,27.76119403,,,,,,,,,,,,,,,0.017,14.8,,,,,,,18.93939394,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,T. thaoudar,Wheat,Poaceae,wild,,,20.59701493,,,,,,,,,,,,,,,0.015,8.9,,,,,,,26.51515152,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,T. urartu,Wheat,Poaceae,wild,,,21.94029851,,,,,,,,,,,,,,,0.011,7.8,,,,,,,27.14646465,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,T. aegilopoides,Wheat,Poaceae,wild,,,25.97014925,,,,,,,,,,,,,,,0.018,10.6,,,,,,,21.46464646,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,A. squarrosa,Wheat,Poaceae,wild,,,28.35820896,,,,,,,,,,,,,,,0.011,4.7,,,,,,,24.62121212,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,A. speltoides 'A',Wheat,Poaceae,wild,,,28.65671642,,,,,,,,,,,,,,,0.004,6.2,,,,,,,24.62121212,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,
17,"Austin, R. B., Morgan, C. L., Ford, M. A., & Bhagwat, S. G. (1982). Flag Leaf Photosynthesis of Triticum aestivum and Related Diploid and Tetraploid Species. Annals of Botany, 49(2), 177–189. Q1. https://doi.org/10.1093/oxfordjournals.aob.a086238",1986,Cambridge,England,52.1942,0.13,1979,,,,,,field,A. speltoides 'D',Wheat,Poaceae,wild,,,25.67164179,,,,,,,,,,,,,,,,4.9,,,,,,,23.35858586,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,
18,"Lush, W. M., & Wien, H. C. (1980). The importance of seed size in early growth of wild and domesticated cowpeas. The Journal of Agricultural Science, 94(1), 177–182. https://doi.org/10.1017/S0021859600028033",1980,Ibadan,Nigeria,7.3748,3.95,,"21, 40",,25,,,outdoor pots,"TVu7041, subsp. mensensis",Cowpea,Fabaceae,wild,,0.0333,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Lush, W. M., & Wien, H. C. (1980). The importance of seed size in early growth of wild and domesticated cowpeas. The Journal of Agricultural Science, 94(1), 177–182. https://doi.org/10.1017/S0021859600028033",1980,Ibadan,Nigeria,7.3748,3.95,,"21, 40",,25,,,outdoor pots,"TVu4356, subsp. unguiculata",Cowpea,Fabaceae,cultivated,,0.0881,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Lush, W. M., & Wien, H. C. (1980). The importance of seed size in early growth of wild and domesticated cowpeas. The Journal of Agricultural Science, 94(1), 177–182. https://doi.org/10.1017/S0021859600028033",1980,Ibadan,Nigeria,7.3748,3.95,,"21, 40",,25,,,outdoor pots,"TVu4552, subsp. unguiculata",Cowpea,Fabaceae,cultivated,,0.347,,,,,,,,,,,,,,,,,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"Kew C64.146,T-6625, PBI C64.145, T-6626, TBI",Wheat,Poaceae,wild,,,,,,,,,,,,,,,,,,,8.8,,,,,,,28.8510101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"W10, W292",Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,19.1,,,,,,,22.03282828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"ASI, 6001",Wheat,Poaceae,wild,,,,,,,,,,,,,,,,,,,5,,,,,,,21.33838384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"G46 CHBS, G90 CHBS",Wheat,Poaceae,wild,,,,,,,,,,,,,,,,,,,8.2,,,,,,,22.97979798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"W1043, T-6252",Wheat,Poaceae,wild,,,,,,,,,,,,,,,,,,,34.5,,,,,,,21.84343434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"Khapli W12, W2698",Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,29.2,,,,,,,18.62373737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"Kubanka W8, Acme W9",Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,31.2,,,,,,,18.18181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,H2,Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,40.8,,,,,,,17.23484848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Evans, L. T. , & Dunstone, R. L. (1970). Some Physiological Aspects of Evolution in WheaT.  Australian Journal of Biological Sciences, 23(4), 725–742. https://doi.org/10.1071/bi9700725",1970,CSIRO,Australia,-35.2832,149.13,,,,16-21,,614,greenhouse,"Gabo, Late Mexico 120, Cappelle Desprez",Wheat,Poaceae,cultivated,,,,,,,,,,,,,,,,,,,28.6,,,,,,,19.82323232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Venema, J. H., Posthumus, F., & van Hasselt, P. R. (1999). Impact of Suboptimal Temperature on Growth, Photosynthesis, Leaf Pigments and Carbohydrates of Domestic and High-altitude Wild Lycopersicon Species. Journal of Plant Physiology, 155(6), 711–718. Q2. https://doi.org/10.1016/S0176-1617(99)80087-X",1999,Groningen,Netherlands,53.2192,6.57,,,,20-25,,250,chamber,L. esculentum cv. Abunda,Tomato,Solanaceae,cultivated,,,,,,,,,,,,,,,,,,,247,,,,,,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Venema, J. H., Posthumus, F., & van Hasselt, P. R. (1999). Impact of Suboptimal Temperature on Growth, Photosynthesis, Leaf Pigments and Carbohydrates of Domestic and High-altitude Wild Lycopersicon Species. Journal of Plant Physiology, 155(6), 711–718. Q2. https://doi.org/10.1016/S0176-1617(99)80087-X",1999,Groningen,Netherlands,53.2192,6.57,,,,20-25,,250,chamber,L. esculentum cv. LRC,Tomato,Solanaceae,cultivated,,,,,,,,,,,,,,,,,,,187,,,,,,,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Venema, J. H., Posthumus, F., & van Hasselt, P. R. (1999). Impact of Suboptimal Temperature on Growth, Photosynthesis, Leaf Pigments and Carbohydrates of Domestic and High-altitude Wild Lycopersicon Species. Journal of Plant Physiology, 155(6), 711–718. Q2. https://doi.org/10.1016/S0176-1617(99)80087-X",1999,Groningen,Netherlands,53.2192,6.57,,,,20-25,,250,chamber,L. peruvianum LA385,Tomato,Solanaceae,wild,,,,,,,,,,,,,,,,,,,88,,,,,,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Venema, J. H., Posthumus, F., & van Hasselt, P. R. (1999). Impact of Suboptimal Temperature on Growth, Photosynthesis, Leaf Pigments and Carbohydrates of Domestic and High-altitude Wild Lycopersicon Species. Journal of Plant Physiology, 155(6), 711–718. Q2. https://doi.org/10.1016/S0176-1617(99)80087-X",1999,Groningen,Netherlands,53.2192,6.57,,,,20-25,,250,chamber,L. hirsutum LA1777,Tomato,Solanaceae,wild,,,,,,,,,,,,,,,,,,,85,,,,,,,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. gracilis,Lesquerella,Brassicaceae,cultivated,,0.86,,0.559,,0.0946,,0.65,,0.11,,,,,,,,,,,,56,,,,13,,,3.5,,,,,,,,71.27583749,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. gracilis,Lesquerella,Brassicaceae,wild,,1.64,,0.984,,0.164,,0.6,,0.1,,,,,,,,,,,,35,,,,6.2,,,4,,,,,,,,71.94244604,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. angustifolia,Lesquerella,Brassicaceae,cultivated,,0.78,,0.6162,,0.1638,,0.79,,0.21,,,,,,,,,,,,24,,,,14.5,,,4.8,,,,,,,,111.2347052,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. angustifolia,Lesquerella,Brassicaceae,wild,,1.65,,1.4025,,0.2475,,0.85,,0.15,,,,,,,,,,,,15,,,,6.9,,,4.7,,,,,,,,102.2494888,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. pinetorum,Lesquerella,Brassicaceae,cultivated,,4.04,,2.7472,,0.3636,,0.68,,0.09,,,,,,,,,,,,47,,,,12,,,2.5,,,,,,,,77.51937984,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. pinetorum,Lesquerella,Brassicaceae,wild,,5.31,,3.7701,,0.531,,0.71,,0.1,,,,,,,,,,,,32,,,,6.7,,,3.3,,,,,,,,111.8568233,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. mendocina,Lesquerella,Brassicaceae,cultivated,,4.01,,2.5263,,0.5213,,0.63,,0.13,,,,,,,,,,,,28,,,,12.3,,,3.7,,,,,,,,63.33122229,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. mendocina,Lesquerella,Brassicaceae,wild,,5.79,,4.1109,,0.579,,0.71,,0.1,,,,,,,,,,,,14,,,,4.9,,,2.8,,,,,,,,79.93605116,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. gracilis,Lesquerella,Brassicaceae,cultivated,,0.34,,0.1734,,0.034,,0.51,,0.1,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"González-Paleo, L., & Ravetta, D. A. (2011). Indirect changes associated with a selection program for increased seed-yield in wild species of Lesquerella (Brassicaceae): Are we developing a phenotype opposite to the expected ideotype? Industrial Crops and Products, 34(2), 1372–1380. Q1. https://doi.org/10.1016/j.indcrop.2010.12.006",2011,Chubut River Valley,Argentina,-43.2833,-65.4833,2006-2007,,,,,,field,L. gracilis,Lesquerella,Brassicaceae,wild,,0.79,,0.4898,,0.1106,,0.62,,0.14,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
